Team;Type;Rank;Date;Round;Venue;Scorer;Opponent;Start;xG;PSxG;Body Part;Distance;Minute;Score;Goalkeeper;Assist;GCA1;Type GCA1;GCA2;Type GCA2;Note;Motion
Bournemouth;For;9;04/11/2023;Matchweek 11;Away;Luis Sinisterra;Manchester City;N;0.28;0.48;Right Foot;10;74;0-4;Ederson;Max Aarons;Max Aarons;Pass (Live);Lloyd Kelly;Pass (Live);;In Game
Bournemouth;Against;22;04/11/2023;Matchweek 11;Away;Jeremy Doku;Manchester City;Y;0.06;0.09;Right Foot;17;30;0-0;Ionuț Radu;Rodri;Rodri;Pass (Live);Jeremy Doku;Pass (Live);Deflected;In Game
Bournemouth;Against;23;04/11/2023;Matchweek 11;Away;Bernardo Silva;Manchester City;Y;0.16;0.32;Left Foot;12;33;1-0;Ionuț Radu;Jeremy Doku;Jeremy Doku;Pass (Live);Kyle Walker;Pass (Live);;In Game
Bournemouth;Against;24;04/11/2023;Matchweek 11;Away;Manuel Akanji;Manchester City;Y;0.01;0.38;Other;13;37;2-0;Ionuț Radu;Jeremy Doku;Jeremy Doku;Shot;;;;In Game
Bournemouth;Against;25;04/11/2023;Matchweek 11;Away;Phil Foden;Manchester City;N;0.13;0.05;Left Foot;10;64;3-0;Ionuț Radu;Jeremy Doku;Jeremy Doku;Pass (Live);Phil Foden;Pass (Live);;In Game
Bournemouth;Against;26;04/11/2023;Matchweek 11;Away;Bernardo Silva;Manchester City;Y;0.26;0.22;Left Foot;6;83;04-janv;Ionuț Radu;Jeremy Doku;Bernardo Silva;Take-On;Jeremy Doku;Pass (Live);;In Game
Bournemouth;Against;27;04/11/2023;Matchweek 11;Away;Nathan Aké;Manchester City;Y;0.28;0.84;Head;4;88;05-janv;Ionuț Radu;Oscar Bobb;Oscar Bobb;Pass (Live);Matheus Nunes;Pass (Live);;In Game
Brentford;For;17;04/11/2023;Matchweek 11;Home;Neal Maupay;West Ham;Y;0.36;0.89;Head;4;11;0-0;Alphonse Areola;Frank Onyeka;Frank Onyeka;Shot;;;;In Game
Brentford;For;18;04/11/2023;Matchweek 11;Home;Konstantinos Mavropanos (OG);West Ham;Y;;;;;55;01-févr;Alphonse Areola;;;;;;Own Goal;In Game
Brentford;For;19;04/11/2023;Matchweek 11;Home;Nathan Collins;West Ham;Y;0.16;0.68;Head;7;69;02-févr;Alphonse Areola;Mathias Jensen;Mathias Jensen;Pass (Live);Bryan Mbeumo;Pass (Live);;In Game
Brentford;Against;13;04/11/2023;Matchweek 11;Home;Kudus Mohammed;West Ham;Y;0.06;0.37;Left Foot;15;19;0-1;Mark Flekken;Michail Antonio;Michail Antonio;Pass (Live);Emerson Palmieri;Pass (Dead);Deflected, Volley;Set Piece
Brentford;Against;14;04/11/2023;Matchweek 11;Home;Jarrod Bowen;West Ham;Y;0.51;0.84;Left Foot;2;26;01-janv;Mark Flekken;;Kudus Mohammed;Shot;;;;In Game
Brighton;For;24;04/11/2023;Matchweek 11;Away;Ashley Young (OG);Everton;Y;;;;;84;0-1;Jordan Pickford;;;;;;Own Goal;In Game
Brighton;Against;20;04/11/2023;Matchweek 11;Away;Vitaliy Mykolenko;Everton;Y;0.08;0.19;Right Foot;10;7;0-0;Bart Verbruggen;;Vitaliy Mykolenko;Shot;;;Deflected;In Game
Burnley;Against;26;04/11/2023;Matchweek 11;Home;Jeffrey Schlupp;Crystal Palace;Y;0.84;0.97;Left Foot;3;22;0-0;James Trafford;Jordan Ayew;Jordan Ayew;Pass (Live);Jordan Ayew;Take-On;;In Game
Burnley;Against;27;04/11/2023;Matchweek 11;Home;Tyrick Mitchell;Crystal Palace;Y;0.35;0.83;Left Foot;14;90+4;1-0;James Trafford;Eberechi Eze;Eberechi Eze;Pass (Live);Naouirou Ahamada;Pass (Live);;In Game
Chelsea;For;14;06/11/2023;Matchweek 11;Away;Cole Palmer;Tottenham;Y;0.79;0.99;Left Foot;13;35;0-1;Guglielmo Vicario;;Enzo Fernández;Fouled;Nicolas Jackson;Pass (Live);;Penalty Kick
Chelsea;For;15;06/11/2023;Matchweek 11;Away;Nicolas Jackson;Tottenham;Y;0.53;0.78;Left Foot;11;75;01-janv;Guglielmo Vicario;Raheem Sterling;Raheem Sterling;Pass (Live);Reece James;Pass (Live);;In Game
Chelsea;For;16;06/11/2023;Matchweek 11;Away;Nicolas Jackson;Tottenham;Y;0.45;0.18;Right Foot;12;90+4;02-janv;Guglielmo Vicario;Conor Gallagher;Conor Gallagher;Pass (Live);Malo Gusto;Pass (Live);;In Game
Chelsea;For;17;06/11/2023;Matchweek 11;Away;Nicolas Jackson;Tottenham;Y;0.98;0.99;Right Foot;5;90+7;03-janv;Guglielmo Vicario;Cole Palmer;Nicolas Jackson;Take-On;Cole Palmer;Pass (Live);;In Game
Chelsea;Against;12;06/11/2023;Matchweek 11;Away;Dejan Kulusevski;Tottenham;Y;0.07;0.07;Left Foot;17;6;0-0;Robert Sánchez;Pape Matar Sarr;Pape Matar Sarr;Pass (Live);James Maddison;Pass (Live);Deflected;In Game
Crystal Palace;For;9;04/11/2023;Matchweek 11;Away;Jeffrey Schlupp;Burnley;Y;0.84;0.97;Left Foot;3;22;0-0;James Trafford;Jordan Ayew;Jordan Ayew;Pass (Live);Jordan Ayew;Take-On;;In Game
Crystal Palace;For;10;04/11/2023;Matchweek 11;Away;Tyrick Mitchell;Burnley;Y;0.35;0.83;Left Foot;14;90+4;1-0;James Trafford;Eberechi Eze;Eberechi Eze;Pass (Live);Naouirou Ahamada;Pass (Live);;In Game
Everton;For;11;04/11/2023;Matchweek 11;Home;Vitaliy Mykolenko;Brighton;Y;0.08;0.19;Right Foot;10;7;0-0;Bart Verbruggen;;Vitaliy Mykolenko;Shot;;;Deflected;In Game
Everton;Against;15;04/11/2023;Matchweek 11;Home;Ashley Young (OG);Brighton;Y;;;;;84;0-1;Jordan Pickford;;;;;;Own Goal;In Game
Fulham;Against;17;04/11/2023;Matchweek 11;Home;Bruno Fernandes;Manchester Utd;Y*;0.09;0.42;Right Foot;18;90+1;0-0;Bernd Leno;Facundo Pellistri;Bruno Fernandes;Take-On;Bruno Fernandes;Take-On;;In Game
Liverpool;For;24;05/11/2023;Matchweek 11;Away;Luis Díaz;Luton Town;N;0.15;0.07;Other;7;90+5;0-1;Thomas Kaminski;Harvey Elliott;Harvey Elliott;Pass (Live);Ibrahima Konaté;Pass (Live);;In Game
Liverpool;Against;10;05/11/2023;Matchweek 11;Away;Tahith Chong;Luton Town;N;0.42;0.48;Left Foot;10;80;0-0;Alisson;Issa Kaboré;Issa Kaboré;Pass (Live);Ross Barkley;Pass (Live);;In Game
Luton Town;For;10;05/11/2023;Matchweek 11;Home;Tahith Chong;Liverpool;N;0.42;0.48;Left Foot;10;80;0-0;Alisson;Issa Kaboré;Issa Kaboré;Pass (Live);Ross Barkley;Pass (Live);;In Game
Luton Town;Against;21;05/11/2023;Matchweek 11;Home;Luis Díaz;Liverpool;N;0.15;0.07;Other;7;90+5;0-1;Thomas Kaminski;Harvey Elliott;Harvey Elliott;Pass (Live);Ibrahima Konaté;Pass (Live);;In Game
Manchester City;For;23;04/11/2023;Matchweek 11;Home;Jeremy Doku;Bournemouth;Y;0.06;0.09;Right Foot;17;30;0-0;Ionuț Radu;Rodri;Rodri;Pass (Live);Jeremy Doku;Pass (Live);Deflected;In Game
Manchester City;For;24;04/11/2023;Matchweek 11;Home;Bernardo Silva;Bournemouth;Y;0.16;0.32;Left Foot;12;33;1-0;Ionuț Radu;Jeremy Doku;Jeremy Doku;Pass (Live);Kyle Walker;Pass (Live);;In Game
Manchester City;For;25;04/11/2023;Matchweek 11;Home;Manuel Akanji;Bournemouth;Y;0.01;0.38;Other;13;37;2-0;Ionuț Radu;Jeremy Doku;Jeremy Doku;Shot;;;;In Game
Manchester City;For;26;04/11/2023;Matchweek 11;Home;Phil Foden;Bournemouth;N;0.13;0.05;Left Foot;10;64;3-0;Ionuț Radu;Jeremy Doku;Jeremy Doku;Pass (Live);Phil Foden;Pass (Live);;In Game
Manchester City;For;27;04/11/2023;Matchweek 11;Home;Bernardo Silva;Bournemouth;Y;0.26;0.22;Left Foot;6;83;04-janv;Ionuț Radu;Jeremy Doku;Bernardo Silva;Take-On;Jeremy Doku;Pass (Live);;In Game
Manchester City;For;28;04/11/2023;Matchweek 11;Home;Nathan Aké;Bournemouth;Y;0.28;0.84;Head;4;88;05-janv;Ionuț Radu;Oscar Bobb;Oscar Bobb;Pass (Live);Matheus Nunes;Pass (Live);;In Game
Manchester City;Against;8;04/11/2023;Matchweek 11;Home;Luis Sinisterra;Bournemouth;N;0.28;0.48;Right Foot;10;74;0-4;Ederson;Max Aarons;Max Aarons;Pass (Live);Lloyd Kelly;Pass (Live);;In Game
Manchester Utd;For;12;04/11/2023;Matchweek 11;Away;Bruno Fernandes;Fulham;Y*;0.09;0.42;Right Foot;18;90+1;0-0;Bernd Leno;Facundo Pellistri;Bruno Fernandes;Take-On;Bruno Fernandes;Take-On;;In Game
Newcastle Utd;For;27;04/11/2023;Matchweek 11;Home;Anthony Gordon;Arsenal;Y;0.68;0.94;Right Foot;3;64;0-0;David Raya;Joelinton;Joelinton;Shot;;;;In Game
Nott'ham Forest;For;11;05/11/2023;Matchweek 11;Home;Ola Aina;Aston Villa;Y;0.05;0.43;Right Foot;24;5;0-0;Emiliano Martínez;Harry Toffolo;Harry Toffolo;Pass (Live);Anthony Elanga;Pass (Live);;In Game
Nott'ham Forest;For;12;05/11/2023;Matchweek 11;Home;Orel Mangala;Aston Villa;Y;0.03;0.02;Right Foot;29;47;1-0;Emiliano Martínez;Harry Toffolo;Harry Toffolo;Pass (Live);Taiwo Awoniyi;Pass (Live);;In Game
Sheffield Utd;For;8;04/11/2023;Matchweek 11;Home;Cameron Archer;Wolves;Y;0.03;0.19;Right Foot;26;72;0-0;José Sá;James Mcatee;;;;;;In Game
Sheffield Utd;For;9;04/11/2023;Matchweek 11;Home;Oliver Norwood;Wolves;Y*;0.79;1.00;Right Foot;13;90+10;01-janv;José Sá;;George Baldock;Fouled;;;;Penalty Kick
Sheffield Utd;Against;30;04/11/2023;Matchweek 11;Home;Jean-Ricner Bellegarde;Wolves;N;0.10;0.44;Right Foot;19;89;0-1;Wes Foderingham;Hwang Hee-chan;Hwang Hee-chan;Pass (Live);Boubacar Traoré;Pass (Live);Deflected;In Game
Tottenham;For;23;06/11/2023;Matchweek 11;Home;Dejan Kulusevski;Chelsea;Y;0.07;0.07;Left Foot;17;6;0-0;Robert Sánchez;Pape Matar Sarr;Pape Matar Sarr;Pass (Live);James Maddison;Pass (Live);Deflected;In Game
Tottenham;Against;10;06/11/2023;Matchweek 11;Home;Cole Palmer;Chelsea;Y;0.79;0.99;Left Foot;13;35;0-1;Guglielmo Vicario;;Enzo Fernández;Fouled;Nicolas Jackson;Pass (Live);;Penalty Kick
Tottenham;Against;11;06/11/2023;Matchweek 11;Home;Nicolas Jackson;Chelsea;Y;0.53;0.78;Left Foot;11;75;01-janv;Guglielmo Vicario;Raheem Sterling;Raheem Sterling;Pass (Live);Reece James;Pass (Live);;In Game
Tottenham;Against;12;06/11/2023;Matchweek 11;Home;Nicolas Jackson;Chelsea;Y;0.45;0.18;Right Foot;12;90+4;02-janv;Guglielmo Vicario;Conor Gallagher;Conor Gallagher;Pass (Live);Malo Gusto;Pass (Live);;In Game
Tottenham;Against;13;06/11/2023;Matchweek 11;Home;Nicolas Jackson;Chelsea;Y;0.98;0.99;Right Foot;5;90+7;03-janv;Guglielmo Vicario;Cole Palmer;Nicolas Jackson;Take-On;Cole Palmer;Pass (Live);;In Game
West Ham;For;17;04/11/2023;Matchweek 11;Away;Kudus Mohammed;Brentford;Y;0.06;0.37;Left Foot;15;19;0-1;Mark Flekken;Michail Antonio;Michail Antonio;Pass (Live);Emerson Palmieri;Pass (Dead);Deflected, Volley;Set Piece
West Ham;For;18;04/11/2023;Matchweek 11;Away;Jarrod Bowen;Brentford;Y;0.51;0.84;Left Foot;2;26;01-janv;Mark Flekken;;Kudus Mohammed;Shot;;;;In Game
West Ham;Against;18;04/11/2023;Matchweek 11;Away;Neal Maupay;Brentford;Y;0.36;0.89;Head;4;11;0-0;Alphonse Areola;Frank Onyeka;Frank Onyeka;Shot;;;;In Game
West Ham;Against;19;04/11/2023;Matchweek 11;Away;Konstantinos Mavropanos (OG);Brentford;Y;;;;;55;01-févr;Alphonse Areola;;;;;;Own Goal;In Game
West Ham;Against;20;04/11/2023;Matchweek 11;Away;Nathan Collins;Brentford;Y;0.16;0.68;Head;7;69;02-févr;Alphonse Areola;Mathias Jensen;Mathias Jensen;Pass (Live);Bryan Mbeumo;Pass (Live);;In Game
Wolves;For;14;04/11/2023;Matchweek 11;Away;Jean-Ricner Bellegarde;Sheffield Utd;N;0.10;0.44;Right Foot;19;89;0-1;Wes Foderingham;Hwang Hee-chan;Hwang Hee-chan;Pass (Live);Boubacar Traoré;Pass (Live);Deflected;In Game
Wolves;Against;18;04/11/2023;Matchweek 11;Away;Cameron Archer;Sheffield Utd;Y;0.03;0.19;Right Foot;26;72;0-0;José Sá;James Mcatee;;;;;;In Game
Wolves;Against;19;04/11/2023;Matchweek 11;Away;Oliver Norwood;Sheffield Utd;Y*;0.79;1.00;Right Foot;13;90+10;01-janv;José Sá;;George Baldock;Fouled;;;;Penalty Kick
Arsenal;For;24;11/11/2023;Matchweek 12;Home;Leandro Trossard;Burnley;Y;0.49;0.99;Head;1;45+1;0-0;James Trafford;Bukayo Saka;Bukayo Saka;Shot;;;;In Game
Arsenal;For;25;11/11/2023;Matchweek 12;Home;William Saliba;Burnley;Y;0.64;0.96;Head;2;57;01-janv;James Trafford;Leandro Trossard;Leandro Trossard;Pass (Dead);Gabriel Martinelli;Shot;;Set Piece
Arsenal;For;26;11/11/2023;Matchweek 12;Home;Oleksandr Zinchenko;Burnley;Y;0.04;0.46;Left Foot;15;74;02-janv;James Trafford;;Oleksandr Zinchenko;Pass (Live);Gabriel Dos Santos;Pass (Live);Volley;In Game
Arsenal;Against;10;11/11/2023;Matchweek 12;Home;Josh Brownhill;Burnley;Y*;0.09;0.12;Left Foot;13;54;0-1;David Raya;;Luca Koleosho;Pass (Live);Luca Koleosho;Take-On;Deflected;In Game
Aston Villa;For;27;12/11/2023;Matchweek 12;Home;Antonee Robinson (OG);Fulham;Y;;;;;27;0-0;Bernd Leno;;;;;;Own Goal;In Game
Aston Villa;For;28;12/11/2023;Matchweek 12;Home;John McGinn;Fulham;Y*;0.13;0.55;Left Foot;22;42;1-0;Bernd Leno;;John McGinn;Take-On;Youri Tielemans;Pass (Live);;In Game
Aston Villa;For;29;12/11/2023;Matchweek 12;Home;Ollie Watkins;Fulham;Y;0.92;0.97;Right Foot;5;64;2-0;Bernd Leno;Leon Bailey;Leon Bailey;Pass (Live);John McGinn;Pass (Live);;In Game
Aston Villa;Against;17;12/11/2023;Matchweek 12;Home;Raúl Jiménez;Fulham;Y;0.54;0.56;Right Foot;9;70;0-3;Emiliano Martínez;Antonee Robinson;Antonee Robinson;Pass (Live);Harry Wilson;Pass (Live);;In Game
Bournemouth;For;10;11/11/2023;Matchweek 12;Home;Dominic Solanke;Newcastle Utd;Y;0.27;0.64;Right Foot;10;60;0-0;Nick Pope;;Ryan Christie;Pass (Live);Marcos Senesi;Pass (Live);;In Game
Bournemouth;For;11;11/11/2023;Matchweek 12;Home;Dominic Solanke;Newcastle Utd;Y;0.74;0.95;Right Foot;3;73;1-0;Nick Pope;;Luis Sinisterra;Shot;;;Volley;In Game
Brentford;Against;15;12/11/2023;Matchweek 12;Away;Mohamed Salah;Liverpool;Y;0.39;0.80;Left Foot;10;39;0-0;Mark Flekken;Darwin Núñez;Darwin Núñez;Pass (Live);Trent Alexander-Arnold;Pass (Live);;In Game
Brentford;Against;16;12/11/2023;Matchweek 12;Away;Mohamed Salah;Liverpool;Y;0.15;0.10;Head;9;62;1-0;Mark Flekken;Kostas Tsimikas;Kostas Tsimikas;Pass (Live);Diogo Jota;Pass (Live);;In Game
Brentford;Against;17;12/11/2023;Matchweek 12;Away;Diogo Jota;Liverpool;Y;0.03;0.45;Right Foot;20;74;2-0;Mark Flekken;Kostas Tsimikas;Kostas Tsimikas;Pass (Live);Diogo Jota;Shot;;In Game
Brighton;For;25;12/11/2023;Matchweek 12;Home;Simon Adingra;Sheffield Utd;Y;0.43;0.83;Right Foot;12;6;0-0;Wes Foderingham;Facundo Buonanotte;Facundo Buonanotte;Pass (Live);Simon Adingra;Pass (Live);;In Game
Brighton;Against;21;12/11/2023;Matchweek 12;Home;Adam Webster (OG);Sheffield Utd;Y;;;;;74;0-1;Jason Steele;;;;;;Own Goal;In Game
Burnley;For;9;11/11/2023;Matchweek 12;Away;Josh Brownhill;Arsenal;Y*;0.09;0.12;Left Foot;13;54;0-1;David Raya;;Luca Koleosho;Pass (Live);Luca Koleosho;Take-On;Deflected;In Game
Burnley;Against;28;11/11/2023;Matchweek 12;Away;Leandro Trossard;Arsenal;Y;0.49;0.99;Head;1;45+1;0-0;James Trafford;Bukayo Saka;Bukayo Saka;Shot;;;;In Game
Burnley;Against;29;11/11/2023;Matchweek 12;Away;William Saliba;Arsenal;Y;0.64;0.96;Head;2;57;01-janv;James Trafford;Leandro Trossard;Leandro Trossard;Pass (Dead);Gabriel Martinelli;Shot;;Set Piece
Burnley;Against;30;11/11/2023;Matchweek 12;Away;Oleksandr Zinchenko;Arsenal;Y;0.04;0.46;Left Foot;15;74;02-janv;James Trafford;;Oleksandr Zinchenko;Pass (Live);Gabriel Dos Santos;Pass (Live);Volley;In Game
Chelsea;For;18;12/11/2023;Matchweek 12;Home;Thiago Silva;Manchester City;Y;0.05;0.14;Head;7;29;0-1;Ederson;Conor Gallagher;Conor Gallagher;Pass (Dead);Reece James;Shot;;Set Piece
Chelsea;For;19;12/11/2023;Matchweek 12;Home;Raheem Sterling;Manchester City;Y;0.48;0.98;Right Foot;4;37;01-janv;Ederson;Reece James;Enzo Fernández;Pass (Live);;;Deflected;In Game
Chelsea;For;20;12/11/2023;Matchweek 12;Home;Nicolas Jackson;Manchester City;Y;0.52;0.55;Right Foot;11;67;02-mars;Ederson;;Conor Gallagher;Shot;;;;In Game
Chelsea;For;21;12/11/2023;Matchweek 12;Home;Cole Palmer;Manchester City;Y;0.79;1.00;Left Foot;13;90+5;03-avr;Ederson;;Armando Broja;Fouled;Raheem Sterling;Pass (Live);;Penalty Kick
Chelsea;Against;13;12/11/2023;Matchweek 12;Home;Erling Haaland;Manchester City;Y;0.79;0.99;Left Foot;13;25;0-0;Robert Sánchez;;Erling Haaland;Fouled;Julián Álvarez;Pass (Live);;Penalty Kick
Chelsea;Against;14;12/11/2023;Matchweek 12;Home;Manuel Akanji;Manchester City;Y;0.29;0.32;Head;8;45+1;01-févr;Robert Sánchez;Bernardo Silva;Bernardo Silva;Pass (Live);Julián Álvarez;Pass (Dead);;Set Piece
Chelsea;Against;15;12/11/2023;Matchweek 12;Home;Erling Haaland;Manchester City;Y;0.87;0.99;Other;3;47;02-févr;Robert Sánchez;;Phil Foden;Pass (Live);Julián Álvarez;Pass (Live);;In Game
Chelsea;Against;16;12/11/2023;Matchweek 12;Home;Rodri;Manchester City;Y;0.03;0.14;Left Foot;27;86;03-mars;Robert Sánchez;Erling Haaland;Mateo Kovačić;Shot;;;Deflected;In Game
Crystal Palace;For;11;11/11/2023;Matchweek 12;Home;Eberechi Eze;Everton;Y;0.79;0.99;Right Foot;13;5;0-1;Jordan Pickford;;Eberechi Eze;Fouled;Jordan Ayew;Pass (Live);;Penalty Kick
Crystal Palace;For;12;11/11/2023;Matchweek 12;Home;Odsonne Édouard;Everton;Y;0.65;0.94;Right Foot;5;73;01-févr;Jordan Pickford;Jefferson Lerma;Jefferson Lerma;Pass (Live);Jordan Ayew;Pass (Live);;In Game
Crystal Palace;Against;14;11/11/2023;Matchweek 12;Home;Vitaliy Mykolenko;Everton;Y;0.44;0.73;Head;5;1;0-0;Sam Johnstone;Jack Harrison;Jack Harrison;Pass (Live);Abdoulaye Doucouré;Pass (Live);;In Game
Crystal Palace;Against;15;11/11/2023;Matchweek 12;Home;Abdoulaye Doucouré;Everton;Y;0.74;0.18;Right Foot;8;49;01-janv;Sam Johnstone;;Vitaliy Mykolenko;Shot;;;Volley;In Game
Crystal Palace;Against;16;11/11/2023;Matchweek 12;Home;Idrissa Gana Gueye;Everton;N;0.13;0.87;Left Foot;11;86;02-févr;Sam Johnstone;;Idrissa Gana Gueye;Pass (Live);James Tarkowski;Pass (Live);;In Game
Everton;For;12;11/11/2023;Matchweek 12;Away;Vitaliy Mykolenko;Crystal Palace;Y;0.44;0.73;Head;5;1;0-0;Sam Johnstone;Jack Harrison;Jack Harrison;Pass (Live);Abdoulaye Doucouré;Pass (Live);;In Game
Everton;For;13;11/11/2023;Matchweek 12;Away;Abdoulaye Doucouré;Crystal Palace;Y;0.74;0.18;Right Foot;8;49;01-janv;Sam Johnstone;;Vitaliy Mykolenko;Shot;;;Volley;In Game
Everton;For;14;11/11/2023;Matchweek 12;Away;Idrissa Gana Gueye;Crystal Palace;N;0.13;0.87;Left Foot;11;86;02-févr;Sam Johnstone;;Idrissa Gana Gueye;Pass (Live);James Tarkowski;Pass (Live);;In Game
Everton;Against;16;11/11/2023;Matchweek 12;Away;Eberechi Eze;Crystal Palace;Y;0.79;0.99;Right Foot;13;5;0-1;Jordan Pickford;;Eberechi Eze;Fouled;Jordan Ayew;Pass (Live);;Penalty Kick
Everton;Against;17;11/11/2023;Matchweek 12;Away;Odsonne Édouard;Crystal Palace;Y;0.65;0.94;Right Foot;5;73;01-févr;Jordan Pickford;Jefferson Lerma;Jefferson Lerma;Pass (Live);Jordan Ayew;Pass (Live);;In Game
Fulham;For;10;12/11/2023;Matchweek 12;Away;Raúl Jiménez;Aston Villa;Y;0.54;0.56;Right Foot;9;70;0-3;Emiliano Martínez;Antonee Robinson;Antonee Robinson;Pass (Live);Harry Wilson;Pass (Live);;In Game
Fulham;Against;18;12/11/2023;Matchweek 12;Away;Antonee Robinson (OG);Aston Villa;Y;;;;;27;0-0;Bernd Leno;;;;;;Own Goal;In Game
Fulham;Against;19;12/11/2023;Matchweek 12;Away;John McGinn;Aston Villa;Y*;0.13;0.55;Left Foot;22;42;1-0;Bernd Leno;;John McGinn;Take-On;Youri Tielemans;Pass (Live);;In Game
Fulham;Against;20;12/11/2023;Matchweek 12;Away;Ollie Watkins;Aston Villa;Y;0.92;0.97;Right Foot;5;64;2-0;Bernd Leno;Leon Bailey;Leon Bailey;Pass (Live);John McGinn;Pass (Live);;In Game
Liverpool;For;25;12/11/2023;Matchweek 12;Home;Mohamed Salah;Brentford;Y;0.39;0.80;Left Foot;10;39;0-0;Mark Flekken;Darwin Núñez;Darwin Núñez;Pass (Live);Trent Alexander-Arnold;Pass (Live);;In Game
Liverpool;For;26;12/11/2023;Matchweek 12;Home;Mohamed Salah;Brentford;Y;0.15;0.10;Head;9;62;1-0;Mark Flekken;Kostas Tsimikas;Kostas Tsimikas;Pass (Live);Diogo Jota;Pass (Live);;In Game
Liverpool;For;27;12/11/2023;Matchweek 12;Home;Diogo Jota;Brentford;Y;0.03;0.45;Right Foot;20;74;2-0;Mark Flekken;Kostas Tsimikas;Kostas Tsimikas;Pass (Live);Diogo Jota;Shot;;In Game
Luton Town;Against;22;11/11/2023;Matchweek 12;Away;Victor Lindelöf;Manchester Utd;Y;0.07;0.07;Right Foot;11;59;0-0;Thomas Kaminski;;;;;;;In Game
Manchester City;For;29;12/11/2023;Matchweek 12;Away;Erling Haaland;Chelsea;Y;0.79;0.99;Left Foot;13;25;0-0;Robert Sánchez;;Erling Haaland;Fouled;Julián Álvarez;Pass (Live);;Penalty Kick
Manchester City;For;30;12/11/2023;Matchweek 12;Away;Manuel Akanji;Chelsea;Y;0.29;0.32;Head;8;45+1;01-févr;Robert Sánchez;Bernardo Silva;Bernardo Silva;Pass (Live);Julián Álvarez;Pass (Dead);;Set Piece
Manchester City;For;31;12/11/2023;Matchweek 12;Away;Erling Haaland;Chelsea;Y;0.87;0.99;Other;3;47;02-févr;Robert Sánchez;;Phil Foden;Pass (Live);Julián Álvarez;Pass (Live);;In Game
Manchester City;For;32;12/11/2023;Matchweek 12;Away;Rodri;Chelsea;Y;0.03;0.14;Left Foot;27;86;03-mars;Robert Sánchez;Erling Haaland;Mateo Kovačić;Shot;;;Deflected;In Game
Manchester City;Against;9;12/11/2023;Matchweek 12;Away;Thiago Silva;Chelsea;Y;0.05;0.14;Head;7;29;0-1;Ederson;Conor Gallagher;Conor Gallagher;Pass (Dead);Reece James;Shot;;Set Piece
Manchester City;Against;10;12/11/2023;Matchweek 12;Away;Raheem Sterling;Chelsea;Y;0.48;0.98;Right Foot;4;37;01-janv;Ederson;Reece James;Enzo Fernández;Pass (Live);;;Deflected;In Game
Manchester City;Against;11;12/11/2023;Matchweek 12;Away;Nicolas Jackson;Chelsea;Y;0.52;0.55;Right Foot;11;67;02-mars;Ederson;;Conor Gallagher;Shot;;;;In Game
Manchester City;Against;12;12/11/2023;Matchweek 12;Away;Cole Palmer;Chelsea;Y;0.79;1.00;Left Foot;13;90+5;03-avr;Ederson;;Armando Broja;Fouled;Raheem Sterling;Pass (Live);;Penalty Kick
Manchester Utd;For;13;11/11/2023;Matchweek 12;Home;Victor Lindelöf;Luton Town;Y;0.07;0.07;Right Foot;11;59;0-0;Thomas Kaminski;;;;;;;In Game
Newcastle Utd;Against;12;11/11/2023;Matchweek 12;Away;Dominic Solanke;Bournemouth;Y;0.27;0.64;Right Foot;10;60;0-0;Nick Pope;;Ryan Christie;Pass (Live);Marcos Senesi;Pass (Live);;In Game
Newcastle Utd;Against;13;11/11/2023;Matchweek 12;Away;Dominic Solanke;Bournemouth;Y;0.74;0.95;Right Foot;3;73;1-0;Nick Pope;;Luis Sinisterra;Shot;;;Volley;In Game
Nott'ham Forest;For;13;12/11/2023;Matchweek 12;Away;Taiwo Awoniyi;West Ham;Y;0.91;0.70;Right Foot;7;44;0-1;Alphonse Areola;;Morgan Gibbs-White;Shot;;;;In Game
Nott'ham Forest;For;14;12/11/2023;Matchweek 12;Away;Anthony Elanga;West Ham;Y;0.12;0.38;Right Foot;15;63;01-janv;Alphonse Areola;Ola Aina;Ola Aina;Pass (Live);Ibrahim Sangaré;Pass (Live);;In Game
Nott'ham Forest;Against;16;12/11/2023;Matchweek 12;Away;Lucas Paquetá;West Ham;Y;0.10;0.23;Left Foot;22;3;0-0;Odisseas Vlachodimos;;;;;;;In Game
Nott'ham Forest;Against;17;12/11/2023;Matchweek 12;Away;Jarrod Bowen;West Ham;Y;0.23;0.64;Head;4;65;01-févr;Odisseas Vlachodimos;James Ward-Prowse;James Ward-Prowse;Pass (Dead);Jarrod Bowen;Pass (Live);;Set Piece
Nott'ham Forest;Against;18;12/11/2023;Matchweek 12;Away;Tomáš Souček;West Ham;Y;0.05;0.23;Head;10;88;02-févr;Odisseas Vlachodimos;James Ward-Prowse;James Ward-Prowse;Pass (Dead);Lucas Paquetá;Pass (Live);;Set Piece
Sheffield Utd;For;10;12/11/2023;Matchweek 12;Away;Adam Webster (OG);Brighton;Y;;;;;74;0-1;Jason Steele;;;;;;Own Goal;In Game
Sheffield Utd;Against;31;12/11/2023;Matchweek 12;Away;Simon Adingra;Brighton;Y;0.43;0.83;Right Foot;12;6;0-0;Wes Foderingham;Facundo Buonanotte;Facundo Buonanotte;Pass (Live);Simon Adingra;Pass (Live);;In Game
Tottenham;For;24;11/11/2023;Matchweek 12;Away;Brennan Johnson;Wolves;Y;0.37;0.92;Left Foot;4;3;0-0;José Sá;Pedro Porro;Pedro Porro;Pass (Live);Dejan Kulusevski;Pass (Live);;In Game
